"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
170191,"GREAT BEND REGIONAL HOSPITAL","GREAT BEND","KS",67530,"BARTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170194,"DOCTORS HOSPITAL LLC","LEAWOOD","KS",66211,"JOHNSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC","WICHITA","KS",67226,"SEDGWICK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170197,"KANSAS MEDICAL CENTER LLC","ANDOVER","KS",67002,"BUTLER","MORT_30_AMI","No Different than the National Rate",12.5,"9.9","15.6",16.1,"Better Than National","Better Than National","Better Than National"
170198,"SUMMIT SURGICAL, LLC","HUTCHINSON","KS",67502,"RENO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170199,"MINIMALLY INVASIVE SURGERY HOSPITAL","LENEXA","KS",66219,"JOHNSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","WICHITA","KS",67235,"SEDGWICK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170201,"BLUE VALLEY HOSPITAL, INC","OVERLAND PARK","KS",66213,"JOHNSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
170203,"PREMIER SURGICAL INSTITUTE","GALENA","KS",66739,"CHEROKEE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171300,"GRISELL MEMORIAL HOSPITAL","RANSOM","KS",67572,"NESS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171301,"ELLINWOOD DISTRICT HOSPITAL","ELLINWOOD","KS",67526,"BARTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171302,"OSWEGO COMMUNITY HOSPITAL","OSWEGO","KS",67356,"LABETTE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171303,"LANE COUNTY HOSPITAL","DIGHTON","KS",67839,"LANE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171304,"ASHLAND HEALTH CENTER","ASHLAND","KS",67831,"CLARK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171306,"WICHITA COUNTY HEALTH CENTER","LEOTI","KS",67861,"WICHITA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171307,"RAWLINS COUNTY HEALTH CENTER","ATWOOD","KS",67730,"RAWLINS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171308,"MERCY HOSPITAL COLUMBUS","COLUMBUS","KS",66725,"CHEROKEE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171309,"JEWELL COUNTY HOSPITAL","MANKATO","KS",66956,"JEWELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171310,"CHEYENNE COUNTY HOSPITAL","ST FRANCIS","KS",67756,"CHEYENNE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171311,"ROOKS COUNTY HEALTH CENTER","PLAINVILLE","KS",67663,"ROOKS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171312,"COMANCHE COUNTY HOSPITAL","COLDWATER","KS",67029,"COMANCHE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171313,"KEARNY COUNTY HOSPITAL","LAKIN","KS",67860,"KEARNY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171314,"FW HUSTON MEDICAL CENTER","WINCHESTER","KS",66097,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171315,"NEMAHA VALLEY COMMUNITY HOSPITAL","SENECA","KS",66538,"NEMAHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171316,"ANDERSON COUNTY HOSPITAL","GARNETT","KS",66032,"ANDERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171317,"EDWARDS COUNTY HOSPITAL","KINSLEY","KS",67547,"EDWARDS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171318,"SEDAN CITY HOSPITAL","SEDAN","KS",67361,"CHAUTAUQUA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171319,"HOLTON COMMUNITY HOSPITAL","HOLTON","KS",66436,"JACKSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171320,"HORTON COMMUNITY HOSPITAL","HORTON","KS",66439,"BROWN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171321,"MEADE DISTRICT HOSPITAL","MEADE","KS",67864,"MEADE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171322,"HAMILTON COUNTY HOSPITAL","SYRACUSE","KS",67878,"HAMILTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171323,"STAFFORD COUNTY HOSPITAL","STAFFORD","KS",67578,"STAFFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171324,"SATANTA DISTRICT HOSPITAL","SATANTA","KS",67870,"HASKELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171325,"GRAHAM COUNTY HOSPITAL","HILL CITY","KS",67642,"GRAHAM","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171326,"LOGAN COUNTY HOSPITAL","OAKLEY","KS",67748,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171327,"ELLSWORTH COUNTY MEDICAL CENTER","ELLSWORTH","KS",67439,"ELLSWORTH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171328,"OTTAWA COUNTY HEALTH CENTER","MINNEAPOLIS","KS",67467,"OTTAWA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171329,"SUMNER COUNTY HOSPITAL DISTRICT NO 1","CALDWELL","KS",67022,"SUMNER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171330,"HOSPITAL DISTRICT #1 OF RICE COUNTY","LYONS","KS",67554,"RICE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171331,"KIOWA DISTRICT HOSPITAL","KIOWA","KS",67070,"BARBER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171332,"KIOWA COUNTY MEMORIAL HOSPITAL","GREENSBURG","KS",67054,"KIOWA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171333,"CLARA BARTON HOSPITAL","HOISINGTON","KS",67544,"BARTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171334,"MEDICINE LODGE MEMORIAL HOSPITAL","MEDICINE LODGE","KS",67104,"BARBER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171335,"STEVENS COUNTY HOSPITAL","HUGOTON","KS",67951,"STEVENS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171336,"NESS COUNTY HOSPITAL DISTRICT #2","NESS CITY","KS",67560,"NESS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171337,"WAMEGO HEALTH CENTER","WAMEGO","KS",66547,"POTTAWATOMIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171338,"SABETHA COMMUNITY HOSPITAL","SABETHA","KS",66534,"NEMAHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171339,"GREENWOOD COUNTY HOSPITAL","EUREKA","KS",67045,"GREENWOOD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171340,"HERINGTON MUNICIPAL HOSPITAL","HERINGTON","KS",67449,"DICKINSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171341,"HIAWATHA COMMUNITY HOSPITAL","HIAWATHA","KS",66434,"BROWN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171342,"RUSH COUNTY MEMORIAL HOSPITAL","LA CROSSE","KS",67548,"RUSH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171343,"STANTON COUNTY HOSPITAL","JOHNSON","KS",67855,"STANTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171344,"WILSON MEDICAL CENTER","NEODESHA","KS",66757,"WILSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171345,"PAWNEE VALLEY COMMUNITY HOSPITAL","LARNED","KS",67550,"PAWNEE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171346,"ANTHONY MEDICAL CENTER","ANTHONY","KS",67003,"HARPER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171347,"SHERIDAN COUNTY HOSPITAL","HOXIE","KS",67740,"SHERIDAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171348,"NORTON COUNTY HOSPITAL","NORTON","KS",67654,"NORTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171349,"CLOUD COUNTY HEALTH CENTER","CONCORDIA","KS",66901,"CLOUD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171350,"RUSSELL REGIONAL HOSPITAL","RUSSELL","KS",67665,"RUSSELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171351,"WASHINGTON COUNTY HOSPITAL","WASHINGTON","KS",66968,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171352,"DECATUR COUNTY HOSPITAL","OBERLIN","KS",67749,"DECATUR","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171353,"PHILLIPS COUNTY HEALTH SYSTEMS","PHILLIPSBURG","KS",67661,"PHILLIPS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS","ONAGA","KS",66521,"POTTAWATOMIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171355,"TREGO COUNTY LEMKE MEMORIAL HOSPITAL","WA KEENEY","KS",67672,"TREGO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171356,"ST LUKE HOSPITAL & LIVING CENTER","MARION","KS",66861,"MARION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171357,"HILLSBORO COMMUNITY HOSPITAL","HILLSBORO","KS",67063,"MARION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171358,"LINDSBORG COMMUNITY HOSPITAL","LINDSBORG","KS",67456,"MCPHERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171359,"GREELEY COUNTY HEALTH SERVICES","TRIBUNE","KS",67879,"GREELEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171360,"LINCOLN COUNTY HOSPITAL","LINCOLN","KS",67455,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171361,"REPUBLIC COUNTY HOSPITAL","BELLEVILLE","KS",66935,"REPUBLIC","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171362,"CITIZENS MEDICAL CENTER","COLBY","KS",67701,"THOMAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171363,"COMMUNITY MEMORIAL HEALTHCARE, INC","MARYSVILLE","KS",66508,"MARSHALL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171364,"OSBORNE COUNTY MEMORIAL HOSPITAL","OSBORNE","KS",67473,"OSBORNE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171365,"HANOVER HOSPITAL","HANOVER","KS",66945,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171366,"HARPER HOSPITAL DISTRICT NO 5","HARPER","KS",67058,"HARPER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171367,"GOVE COUNTY MEDICAL CENTER","QUINTER","KS",67752,"GOVE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171368,"MINNEOLA DISTRICT HOSPITAL NBR 2","MINNEOLA","KS",67865,"CLARK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171369,"HODGEMAN COUNTY HEALTH CENTER","JETMORE","KS",67854,"HODGEMAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171370,"GOODLAND REGIONAL MEDICAL CENTER","GOODLAND","KS",67735,"SHERMAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171371,"CLAY COUNTY MEDICAL CENTER","CLAY CENTER","KS",67432,"CLAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171372,"SCOTT COUNTY HOSPITAL","SCOTT CITY","KS",67871,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171373,"ALLEN COUNTY REGIONAL HOSPITAL","IOLA","KS",66749,"ALLEN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171374,"FREDONIA REGIONAL HOSPITAL","FREDONIA","KS",66736,"WILSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171375,"MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS","BELOIT","KS",67420,"MITCHELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171376,"GIRARD MEDICAL CENTER","GIRARD","KS",66743,"CRAWFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171377,"SMITH COUNTY MEMORIAL HOSPITAL","SMITH CENTER","KS",66967,"SMITH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171378,"KINGMAN COMMUNITY HOSPITAL","KINGMAN","KS",67068,"KINGMAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171379,"MORRIS COUNTY HOSPITAL","COUNCIL GROVE","KS",66846,"MORRIS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171380,"NEOSHO MEMORIAL REGIONAL MEDICAL CENTER","CHANUTE","KS",66720,"NEOSHO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171381,"MEMORIAL HOSPITAL","ABILENE","KS",67410,"DICKINSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171382,"ATCHISON HOSPITAL","ATCHISON","KS",66002,"ATCHISON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171383,"WILLIAM NEWTON HOSPITAL","WINFIELD","KS",67156,"COWLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
171384,"NEWMAN REGIONAL HEALTH","EMPORIA","KS",66801,"LYON","MORT_30_AMI","No Different than the National Rate",14.2,"11.1","17.9",16.4,NA,NA,NA
173300,"CHILDREN'S MERCY HOSPITAL KANSAS","OVERLAND PARK","KS",66211,"JOHNSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180001,"ST ELIZABETH FT THOMAS","FORT THOMAS","KY",41075,"CAMPBELL","MORT_30_AMI","No Different than the National Rate",15.1,"11.7","19.3",17.5,"Worse Than National","Worse Than National","Worse Than National"
180002,"WHITESBURG ARH HOSPITAL","WHITESBURG","KY",41858,"LETCHER","MORT_30_AMI","No Different than the National Rate",14.3,"10.7","18.7",NA,NA,NA,NA
180004,"OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL","GREENVILLE","KY",42345,"MUHLENBERG","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180005,"HIGHLANDS REGIONAL MEDICAL CENTER","PRESTONSBURG","KY",41653,"FLOYD","MORT_30_AMI","No Different than the National Rate",14.1,"10.9","17.8",17.4,NA,NA,NA
180009,"KING'S DAUGHTERS' MEDICAL CENTER","ASHLAND","KY",41101,"BOYD","MORT_30_AMI","No Different than the National Rate",14.4,"11.9","17.5",18.7,NA,"Worse Than National",NA
180010,"SAINT JOSEPH HOSPITAL","LEXINGTON","KY",40504,"FAYETTE","MORT_30_AMI","No Different than the National Rate",14.2,"11.6","17.2",18.4,NA,"Worse Than National",NA
180011,"SAINT JOSEPH LONDON","LONDON","KY",40741,"LAUREL","MORT_30_AMI","No Different than the National Rate",13.3,"10.7","16.6",16.1,"Better Than National","Better Than National","Better Than National"
180012,"HARDIN MEMORIAL HOSPITAL","ELIZABETHTOWN","KY",42701,"HARDIN","MORT_30_AMI","No Different than the National Rate",14.7,"11.8","18.0",15.7,NA,"Better Than National",NA
180013,"THE MEDICAL CENTER AT BOWLING GREEN","BOWLING GREEN","KY",42101,"WARREN","MORT_30_AMI","No Different than the National Rate",12.9,"10.9","15.1",19.9,"Better Than National","Worse Than National",NA
180016,"JEWISH HOSPITAL - SHELBYVILLE","SHELBYVILLE","KY",40065,"SHELBY","MORT_30_AMI","No Different than the National Rate",15.6,"12.0","19.8",NA,"Worse Than National",NA,NA
180017,"T J SAMSON COMMUNITY HOSPITAL","GLASGOW","KY",42141,"BARREN","MORT_30_AMI","No Different than the National Rate",13.1,"10.3","16.5",16.1,"Better Than National","Better Than National","Better Than National"
180018,"ST CLAIRE REGIONAL MEDICAL CENTER","MOREHEAD","KY",40351,"ROWAN","MORT_30_AMI","No Different than the National Rate",13.8,"10.9","17.4",17.6,NA,"Worse Than National",NA
180019,"MEADOWVIEW REGIONAL MEDICAL CENTER","MAYSVILLE","KY",41056,"MASON","MORT_30_AMI","No Different than the National Rate",13.4,"10.5","17.1",17.6,NA,"Worse Than National",NA
180020,"MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT","MIDDLESBORO","KY",40965,"BELL","MORT_30_AMI","No Different than the National Rate",16.9,"12.9","21.7",NA,"Worse Than National",NA,NA
180021,"PINEVILLE COMMUNITY HOSPITAL","PINEVILLE","KY",40977,"BELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180024,"SPRING VIEW HOSPITAL","LEBANON","KY",40033,"MARION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180025,"FLAGET MEMORIAL HOSPITAL","BARDSTOWN","KY",40004,"NELSON","MORT_30_AMI","No Different than the National Rate",14,"10.8","18.3",16.4,NA,NA,NA
180027,"MURRAY-CALLOWAY COUNTY HOSPITAL","MURRAY","KY",42071,"CALLOWAY","MORT_30_AMI","No Different than the National Rate",14.9,"11.3","19.2",17.4,"Worse Than National",NA,NA
180029,"HAZARD ARH REGIONAL MEDICAL CENTER","HAZARD","KY",41701,"PERRY","MORT_30_AMI","Worse than the National Rate",17.7,"14.3","21.7",18.8,"Worse Than National","Worse Than National","Worse Than National"
180035,"ST ELIZABETH MEDICAL CENTER NORTH","EDGEWOOD","KY",41017,"KENTON","MORT_30_AMI","Better than the National Rate",10.9,"8.8","13.4",16.9,"Better Than National",NA,NA
180036,"OUR LADY OF BELLEFONTE HOSPITAL","ASHLAND","KY",41101,"BOYD","MORT_30_AMI","No Different than the National Rate",14,"10.8","17.9",18,NA,"Worse Than National",NA
180038,"OWENSBORO HEALTH REGIONAL HOSPITAL","OWENSBORO","KY",42303,"DAVIESS","MORT_30_AMI","No Different than the National Rate",14.2,"11.8","16.9",17.8,NA,"Worse Than National",NA
180040,"JEWISH HOSPITAL & ST MARY'S HEALTHCARE","LOUISVILLE","KY",40202,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",12.3,"10.4","14.5",18.3,"Better Than National","Worse Than National",NA
180043,"MEMORIAL HOSPITAL","MANCHESTER","KY",40962,"CLAY","MORT_30_AMI","No Different than the National Rate",13.9,"10.8","17.5",16.7,NA,NA,NA
180044,"PIKEVILLE MEDICAL CENTER","PIKEVILLE","KY",41501,"PIKE","MORT_30_AMI","No Different than the National Rate",13.8,"11.1","17.0",18.1,NA,"Worse Than National",NA
180045,"ST ELIZABETH FLORENCE","FLORENCE","KY",41042,"BOONE","MORT_30_AMI","No Different than the National Rate",12.4,"9.4","15.8",18,"Better Than National","Worse Than National",NA
180046,"BOURBON COMMUNITY HOSPITAL","PARIS","KY",40361,"BOURBON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180048,"EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","DANVILLE","KY",40422,"BOYLE","MORT_30_AMI","No Different than the National Rate",13.4,"10.7","16.9",18.2,NA,"Worse Than National",NA
180049,"BAPTIST HEALTH RICHMOND","RICHMOND","KY",40475,"MADISON","MORT_30_AMI","No Different than the National Rate",13.7,"10.6","17.3",17.2,NA,NA,NA
180050,"HARLAN ARH HOSPITAL","HARLAN","KY",40831,"HARLAN","MORT_30_AMI","No Different than the National Rate",16.3,"12.6","21.1",NA,"Worse Than National",NA,NA
180051,"JENNIE STUART MEDICAL CENTER","HOPKINSVILLE","KY",42240,"CHRISTIAN","MORT_30_AMI","No Different than the National Rate",14.3,"11.2","18.1",17.1,NA,NA,NA
180053,"FLEMING COUNTY HOSPITAL","FLEMINGSBURG","KY",41041,"FLEMING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180056,"METHODIST HOSPITAL","HENDERSON","KY",42420,"HENDERSON","MORT_30_AMI","No Different than the National Rate",16.3,"12.4","21.1",16.7,"Worse Than National",NA,NA
180064,"SAINT JOSEPH MOUNT STERLING","MOUNT STERLING","KY",40353,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180066,"LOGAN MEMORIAL HOSPITAL","RUSSELLVILLE","KY",42276,"LOGAN","MORT_30_AMI","No Different than the National Rate",13.3,"10.2","16.7",NA,"Better Than National",NA,NA
180067,"UNIVERSITY OF KENTUCKY HOSPITAL","LEXINGTON","KY",40536,"FAYETTE","MORT_30_AMI","No Different than the National Rate",14.9,"12.0","18.5",18.3,"Worse Than National","Worse Than National","Worse Than National"
180069,"TUG VALLEY ARH REGIONAL MEDICAL CENTER","SOUTH WILLIAMSON","KY",41503,"PIKE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180070,"TWIN LAKES REGIONAL MEDICAL CENTER","LEITCHFIELD","KY",42754,"GRAYSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180078,"PAUL B HALL REGIONAL MEDICAL CENTER","PAINTSVILLE","KY",41240,"JOHNSON","MORT_30_AMI","No Different than the National Rate",14.1,"11.0","18.0",16.6,NA,NA,NA
180079,"HARRISON MEMORIAL HOSPITAL","CYNTHIANA","KY",41031,"HARRISON","MORT_30_AMI","No Different than the National Rate",14.3,"10.8","18.8",NA,NA,NA,NA
180080,"BAPTIST HEALTH CORBIN","CORBIN","KY",40701,"KNOX","MORT_30_AMI","No Different than the National Rate",14.4,"11.2","18.4",16.5,NA,NA,NA
180087,"TAYLOR REGIONAL HOSPITAL","CAMPBELLSVILLE","KY",42718,"TAYLOR","MORT_30_AMI","No Different than the National Rate",14.1,"11.1","17.9",17.2,NA,NA,NA
180088,"NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH","LOUISVILLE","KY",40202,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",13.3,"11.6","15.2",17,"Better Than National",NA,NA
180092,"CLARK REGIONAL MEDICAL CENTER","WINCHESTER","KY",40391,"CLARK","MORT_30_AMI","No Different than the National Rate",12.8,"9.7","16.6",17,"Better Than National",NA,NA
180093,"BAPTIST HEALTH MADISONVILLE","MADISONVILLE","KY",42431,"HOPKINS","MORT_30_AMI","No Different than the National Rate",13.4,"10.8","16.4",16.1,NA,"Better Than National",NA
180095,"CRITTENDEN HEALTH SYSTEM","MARION","KY",42064,"CRITTENDEN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180101,"GEORGETOWN COMMUNITY HOSPITAL","GEORGETOWN","KY",40324,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180102,"LOURDES HOSPITAL","PADUCAH","KY",42003,"MCCRACKEN","MORT_30_AMI","No Different than the National Rate",15.6,"12.7","19.0",15.6,"Worse Than National","Better Than National",NA
180103,"BAPTIST HEALTH LEXINGTON","LEXINGTON","KY",40503,"FAYETTE","MORT_30_AMI","No Different than the National Rate",16.3,"13.4","19.5",17.3,"Worse Than National",NA,NA
180104,"BAPTIST HEALTH PADUCAH","PADUCAH","KY",42003,"MCCRACKEN","MORT_30_AMI","No Different than the National Rate",15.2,"12.5","18.2",16.5,"Worse Than National",NA,NA
180105,"MONROE COUNTY MEDICAL CENTER","TOMPKINSVILLE","KY",42167,"MONROE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180106,"THE MEDICAL CENTER AT ALBANY","ALBANY","KY",42602,"CLINTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180115,"ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT","MOUNT VERNON","KY",40456,"ROCKCASTLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
180116,"JACKSON PURCHASE MEDICAL CENTER","MAYFIELD","KY",42066,"GRAVES","MORT_30_AMI","No Different than the National Rate",14.8,"11.7","18.9",18,NA,"Worse Than National",NA
